image_name,image_path,retrieved_captions_b16,retrieved_scores_b16,retrieved_image_names_b16,hit@5_b16,raw_b16,answer_b16,retrieved_captions_b32,retrieved_scores_b32,retrieved_image_names_b32,hit@5_b32,raw_b32,answer_b32
633456174.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/633456174.jpg,"[' A boy throws an object in front of a glass building .', ' A window washer in a blue shirt soaps up the windows .', ' A young man dances by a fountain .', ' A man wearing a black shirt looks pensive while balancing a glass ball on the knuckles of his right hand .', ' A man throws something into the water by a building .']","[0.3462045192718506, 0.3153049051761627, 0.31163468956947327, 0.2982730269432068, 0.2914683520793915]","['633456174.jpg', '28144507.jpg', '633456174.jpg', '229189301.jpg', '4254079840.jpg']",1,A young man balances a glass ball on the knuckles of his right hand.,A young man balances a glass ball on the knuckles of his right hand.,"[' A boy throws an object in front of a glass building .', ' A young buy riding his skateboard outside on a handrail .', ' A young man in a green shirt is jumping with his skateboard over three steps in front of a skyscraper .', ' A young boy is playing with a slinky in the street', ' A boy wearing skates sliding down concrete railing of steps near a pole .']","[0.39596810936927795, 0.33421793580055237, 0.3289540112018585, 0.32859349250793457, 0.3253040611743927]","['633456174.jpg', '5138237186.jpg', '4267417965.jpg', '2771802800.jpg', '3578477508.jpg']",1,A boy throws an object in front of a glass building.,A boy throws an object in front of a glass building.
411175971.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/411175971.jpg,"[' The large brown dog is walking through water in the ocean .', ' The white and brown-spotted dog is walking through shallow water .', ' A red dog stands in a rocky shore , its feet in the sea .', ' A dog shaking off after coming out of the ocean .', ' A dog on the beach shaking off water']","[0.3197878301143646, 0.3181712031364441, 0.31741589307785034, 0.31517788767814636, 0.3147996962070465]","['2196846255.jpg', '3649387275.jpg', '2600386812.jpg', '3155279929.jpg', '3111402233.jpg']",0,A dog shakes off after coming out of the ocean.,A dog shakes off after coming out of the ocean.,"[' A brown dog wades through water and walks toward a rock .', ' A dog on the beach shaking off water', ' A girl walking through shallow water with a dog behind her .', ' A dog wading through shallow water .', ' A wrinkled dog wading in shallow water .']","[0.34302669763565063, 0.33648473024368286, 0.3303154706954956, 0.32971999049186707, 0.328875333070755]","['3339263085.jpg', '3111402233.jpg', '8141029294.jpg', '453473508.jpg', '2196846255.jpg']",0,A dog wades through water and walks toward a rock.,A dog wades through water and walks toward a rock.
3694093650.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3694093650.jpg,"["" people of all ages participating in a enacting of a war scene while it 's raining ."", ' Several performers dressed in white clothing and maroon hats are lined up facing each other .', ' Group of men working on a musical performance .', ' The men in the long dress wardrobe are putting on a show .', ' A group of people are dressed up in costumes in the woods .']","[0.27320829033851624, 0.26385077834129333, 0.2636520564556122, 0.2615148723125458, 0.25353342294692993]","['3769197538.jpg', '4600629110.jpg', '2430216444.jpg', '4669564767.jpg', '161329629.jpg']",0,A group of people are dressed up in costumes in the woods.,A group of people are dressed up in costumes in the woods.,"[' A group of people are dressed up in costumes in the woods .', ' A group in costume sings at a renaissance fair .', ' The people in white and maroon clothes are in a wooden building .', ' A group of people dressed in costumes singing .', ' Man people in America Revolution era outfits enter a trailer .']","[0.31853288412094116, 0.3093416094779968, 0.29217618703842163, 0.28944820165634155, 0.28123801946640015]","['161329629.jpg', '1509338579.jpg', '3694093650.jpg', '4948441067.jpg', '6056271620.jpg']",1,A group of people are dressed up in costumes in the woods.,A group of people are dressed up in costumes in the woods.
3591094476.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3591094476.jpg,"[' A dog is dressed in a shirt and pants on the side of the road .', ' A man dressed in black is standing above a white dog .', ' A young man walks his dog down some steps where a black-clad woman is sitting', ' a woman and a dog both with the butts turned towards the camera', ' A strange looking man is wearing a head ornament and has a dog with pink and purple hair .']","[0.247855544090271, 0.23808090388774872, 0.2356095314025879, 0.23264503479003906, 0.2296590656042099]","['3211199368.jpg', '2228381169.jpg', '3001612175.jpg', '2467850190.jpg', '2260537673.jpg']",0,A strange looking man is wearing a head ornament and has a dog with pink and purple hair.,A strange looking man is wearing a head ornament and has a dog with pink and purple hair.,"[' A man dressed in black is standing above a white dog .', ' Man in black pants and vest balances between to pillars , holding two flaming torches in his right hand .', ' An Asian man is standing in front of dead pigs .', ' a woman and a dog both with the butts turned towards the camera', ' A young man walks his dog down some steps where a black-clad woman is sitting']","[0.31921687722206116, 0.2920056879520416, 0.27398839592933655, 0.2654096484184265, 0.256232351064682]","['2228381169.jpg', '21138719.jpg', '3044125918.jpg', '2467850190.jpg', '3001612175.jpg']",0,A woman in a black jacket and plaid pants stands between two dogs.,A woman in a black jacket and plaid pants stands between two dogs.
1918894054.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/1918894054.jpg,"[' A female speaker wearing a gray jacket , a dark scoop necked top with a dark knee length skirt is presenting to a group using a computer to present as well as a microphone at the podium .', ' A woman about to give a speech .', ' A woman stands at a podium with a slide show behind her .', ' A woman plays a keyboard in front of an audience .', ' A lady is giving a speech at the podium .']","[0.3062724471092224, 0.2606738209724426, 0.2553423345088959, 0.24942907691001892, 0.24861137568950653]","['1918894054.jpg', '471694463.jpg', '3794595430.jpg', '3005979237.jpg', '3796631367.jpg']",1,A woman stands at a podium with a slide show behind her.,A woman stands at a podium with a slide show behind her.,"[' A female speaker wearing a gray jacket , a dark scoop necked top with a dark knee length skirt is presenting to a group using a computer to present as well as a microphone at the podium .', ' A woman stands at a podium with a slide show behind her .', ' An older women in a white shirt is using a microphone to speak to a crowd of students .', ' A woman about to give a speech .', ' A lady wearing a short black dress addresses a crowd of young people from a stage .']","[0.3373948037624359, 0.301079124212265, 0.29111412167549133, 0.2906419634819031, 0.28126707673072815]","['1918894054.jpg', '3794595430.jpg', '4689253216.jpg', '471694463.jpg', '7800436386.jpg']",1,A woman stands at a podium with a slide show behind her.,A woman stands at a podium with a slide show behind her.
439569646.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/439569646.jpg,"[' A little girl in a play room .', ' small child in pink looking at cloth .', ' The little girl is watching the lady on the ground .', ' A little girl in a hat climbing a kiddie wall .', ' A young lady at a gymnastic event waiting to begin her performance .']","[0.30666977167129517, 0.2827911078929901, 0.28034672141075134, 0.27288466691970825, 0.2728581428527832]","['6833775117.jpg', '4388402668.jpg', '4794460787.jpg', '3475581086.jpg', '378970234.jpg']",0,A little girl in a red dress is sitting on the floor.,A little girl in a red dress is sitting on the floor.,"[' A toddler sticks paper "" P "" letters to a wood paneled wall .', ' A little girl using a red brush to brush her hair .', ' A small , child on her hands and knees , appears to be wiping tiles with a cloth .', ' A little girl in a play room .', ' A boy sticks his head through a gap between red striped fabric partitions .']","[0.3562476336956024, 0.3332590162754059, 0.32672902941703796, 0.32627713680267334, 0.326006680727005]","['2516317118.jpg', '3512166877.jpg', '2573138540.jpg', '6833775117.jpg', '3462698848.jpg']",0,A little girl in a red dress is sitting on the floor.,A little girl in a red dress is sitting on the floor.
512761651.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/512761651.jpg,"[' A scene in a city with several people watching a woman looking at a camera and several signs such as American Eagle , Kodak , and TKTS .', ' Shoppers and walkers add vibrancy to the street on this pleasant , warm day in the city .', ' A group of people walking through a cite .', ' Two people walk past a fountain .', ' People taking a walk on a path in a shopping center .']","[0.274244487285614, 0.273730993270874, 0.27357012033462524, 0.27173542976379395, 0.27136239409446716]","['4477683613.jpg', '4934467462.jpg', '4771216868.jpg', '4827151208.jpg', '1945370692.jpg']",0,A man in a suit walks down a sidewalk in a city.,A man in a suit walks down a sidewalk in a city.,"[' A group of people walking through a cite .', ' A man walks down a very thin walkway between buildings .', ' Man and woman walking along a walkway surrounded by high buildings with tunnels to walk through between buildings .', ' A man walking across a bridge near a steak restaurant .', ' People are walking around a park area .']","[0.32382452487945557, 0.32114192843437195, 0.31895002722740173, 0.3156145215034485, 0.31507408618927]","['4771216868.jpg', '4960139534.jpg', '4834131290.jpg', '4525740976.jpg', '2540751930.jpg']",0,A man walks down a very thin walkway between buildings.,A man walks down a very thin walkway between buildings.
531347711.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/531347711.jpg,"[' A man and a small child examine the rear wheel of an overturned bicycle .', ' A man is helping a little boy learn how to ride a bicycle .', ' A man and a boy fix a blue bicycle .', ' A father is teaching his son how to ride a bicycle .', "" A toddler in a white shirt is standing in front of a blue kid 's bike .""]","[0.30539101362228394, 0.3034440279006958, 0.3031232953071594, 0.30029475688934326, 0.2981182336807251]","['3712463209.jpg', '3495349745.jpg', '1595227547.jpg', '245815603.jpg', '4418943038.jpg']",0,A father is teaching his son how to ride a bicycle.,A father is teaching his son how to ride a bicycle.,"["" A toddler in a white shirt is standing in front of a blue kid 's bike ."", ' A man helps a young girl balance on a bicycle that is too big for her .', ' A child in a bicycle helmet and a man in casual clothing are crouched next to a toy tricycle , pretending to fix it .', ' A little girl wearing an orange and white dress is being taught how to ride her green-colored bicycle by her father .', ' A man helps a young girl ride a scooter with a red bow on it .']","[0.3525956869125366, 0.33304068446159363, 0.33158501982688904, 0.32608237862586975, 0.3222823441028595]","['4418943038.jpg', '191003284.jpg', '4711903148.jpg', '4759106610.jpg', '531347711.jpg']",1,A man helps a young girl balance on a bicycle that is too big for her.,A man helps a young girl balance on a bicycle that is too big for her.
5651514000.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/5651514000.jpg,"[' A boy wearing a gray jacket and shorts brushes sauce on several pieces of meat on a grill .', ' A young boy is cooking meat on a grill outside .', "" A man with a dark jacket , shirt , and pants , standing near a grill with one hand holding the handle of the grill 's lid ."", ' A young man , wearing a white shirt , prepares hotdogs on a small grill .', ' One man cooking food on a grill for a lot of people , possibly a party or a big family .']","[0.37446317076683044, 0.3392584025859833, 0.31434178352355957, 0.31360524892807007, 0.29335370659828186]","['5651514000.jpg', '5651514000.jpg', '4642208620.jpg', '10160966.jpg', '254730529.jpg']",1,A boy wearing a gray jacket and shorts brushes sauce on several pieces of meat on a grill,A boy wearing a gray jacket and shorts brushes sauce on several pieces of meat on a grill,"[' A young boy is cooking meat on a grill outside .', ' A boy wearing a gray jacket and shorts brushes sauce on several pieces of meat on a grill .', ' Man in blue shirt focusing on grilling hamburgers .', ' A young man , wearing a white shirt , prepares hotdogs on a small grill .', ' A man in a blue shirt cooks hamburgers on a grill .']","[0.38013795018196106, 0.3714987635612488, 0.34698471426963806, 0.34277859330177307, 0.3368455767631531]","['5651514000.jpg', '5651514000.jpg', '42153946.jpg', '10160966.jpg', '42153946.jpg']",1,A young boy is cooking meat on a grill outside.,A young boy is cooking meat on a grill outside.
3265209567.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3265209567.jpg,"[' a small dog chasing after a bucking cow', ' a dog nipping at the feet of a cow .', "" A brown dog biting a horse 's leg ."", ' A small dog chases after a large brown cow .', ' The large brown dog is playing in the grass with a brown cow .']","[0.3118056654930115, 0.3098144829273224, 0.28966236114501953, 0.28311625123023987, 0.279102623462677]","['2547785434.jpg', '2546959333.jpg', '3271468462.jpg', '2170222061.jpg', '2546959333.jpg']",0,A small dog chases after a bucking cow.,A small dog chases after a bucking cow.,"[' a dog nipping at the feet of a cow .', ' a small dog chasing after a bucking cow', "" A brown dog biting a horse 's leg ."", ' A small dog chases after a large brown cow .', ' A brown dog and a brown and white dog romp in the grass']","[0.35673758387565613, 0.34265926480293274, 0.3392575681209564, 0.3384312391281128, 0.31395459175109863]","['2546959333.jpg', '2547785434.jpg', '3271468462.jpg', '2170222061.jpg', '3415589320.jpg']",0,A small dog chases after a large brown cow.,A small dog chases after a large brown cow.
7249180494.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/7249180494.jpg,"[' A large group of swimmers entering the water .', ' A man is about to hit the water .', ' A white man splashes out of open water .', ' People in bathing suits bend down and reach into the water of a lake .', ' Someone dressed in scuba gear has a body of water behind him .']","[0.28424006700515747, 0.28328824043273926, 0.27777278423309326, 0.2774585485458374, 0.2769145965576172]","['7249187716.jpg', '5903121771.jpg', '3778223207.jpg', '3375991133.jpg', '6275746867.jpg']",0,A man in a wetsuit and goggles is about to hit the water.,A man in a wetsuit and goggles is about to hit the water.,"[' A white man splashes out of open water .', ' A swimmer wearing a black cap surfaces for air .', ' A swimmer in a blue head cap is racing others .', ' A man is near water in a city and is dressed in a wetsuit , snorkel mask , and helmet .', ' A large group of swimmers entering the water .']","[0.33086732029914856, 0.3248254060745239, 0.32011789083480835, 0.3170684278011322, 0.3165590465068817]","['3778223207.jpg', '3270083123.jpg', '2345386817.jpg', '3481961837.jpg', '7249187716.jpg']",0,A man in a blue wetsuit and yellow cap is splashing water as he emerges from the lake.,A man in a blue wetsuit and yellow cap is splashing water as he emerges from the lake.
4329159924.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4329159924.jpg,"[' Three glass elevators are full of people in an intricate building .', ' Two girls in black walk through a domed passageway .', ' A crane helps window cleaners get to the highest windows of Italy .', ' Two people are walking towards a domed structure .', ' A group of people looking at a beautiful building .']","[0.22336474061012268, 0.21348173916339874, 0.21288233995437622, 0.20520931482315063, 0.20320817828178406]","['2308491551.jpg', '1590016063.jpg', '6906541132.jpg', '4212403138.jpg', '3426675352.jpg']",0,A group of people walking up a staircase in a building with a glass dome ceiling.,A group of people walking up a staircase in a building with a glass dome ceiling.,"[' Man and woman walking along a walkway surrounded by high buildings with tunnels to walk through between buildings .', ' Two people are walking towards a domed structure .', ' A crane helps window cleaners get to the highest windows of Italy .', ' A group of tourists walking around the vatican courtyard .', ' Three glass elevators are full of people in an intricate building .']","[0.24631157517433167, 0.24575720727443695, 0.24400748312473297, 0.23634149134159088, 0.23259714245796204]","['4834131290.jpg', '4212403138.jpg', '6906541132.jpg', '4597025786.jpg', '2308491551.jpg']",0,People walking down a staircase in a building with a glass ceiling.,People walking down a staircase in a building with a glass ceiling.
4477151562.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4477151562.jpg,"[' People walking the streets of Berlin .', ' People walking down the street in a city .', ' Pedestrians busy walking and shopping .', ' People are walking down a street .', ' People are walking down a street .']","[0.29207050800323486, 0.2866186201572418, 0.2820160686969757, 0.2815307378768921, 0.2815307378768921]","['4809027667.jpg', '4476827011.jpg', '4857709036.jpg', '2344943371.jpg', '2344943371.jpg']",0,People walking down a street in a city.,People walking down a street in a city.,"[' People walking the streets of Berlin .', ' A man entering a busy street .', ' People in the city .', ' A busy city street as people are walking .', ' A broad shot of a busy street in a lull']","[0.31790468096733093, 0.298536092042923, 0.29248782992362976, 0.29150262475013733, 0.28789544105529785]","['4809027667.jpg', '1474240647.jpg', '3344233740.jpg', '3042679440.jpg', '3341920567.jpg']",0,A busy city street as people are walking.,A busy city street as people are walking.
