image_name,image_path,retrieved_captions,retrieved_scores,retrieved_image_names,hit@1,hit@5,hit@10,raw_phi,answer_phi,raw_llava,answer_llava
000000186938.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000186938.jpg,"['A little grey and white bird standing on a sandy beach.', 'A grey and white bird on sandy beach next to rocks.', 'a small bird standing on a rocky beach', 'A small bird standing on a rocky ground.', 'A bird standing in the sand surrounded by rocks and pebbles.']","[0.3242059350013733, 0.3186127543449402, 0.30834636092185974, 0.30474838614463806, 0.3019598424434662]","['000000186938.jpg', '000000186938.jpg', '000000186938.jpg', '000000186938.jpg', '000000186938.jpg']",1,1,1,A little grey and white bird standing on a sandy beach.,A little grey and white bird standing on a sandy beach.,A small bird standing on a rocky ground.,A small bird standing on a rocky ground.
000000102411.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000102411.jpg,"['Two people sitting on a motorcycle in the street next to a beach.', 'Two people riding a motorcycle to the beach.', 'Two people are riding a motorcycle on the beach.', 'motor cycle riders stopping at a stop sign', 'A vehicle and a motor bike on the beach.']","[0.3660832941532135, 0.3587128520011902, 0.3492618203163147, 0.34700557589530945, 0.3344062864780426]","['000000102411.jpg', '000000102411.jpg', '000000102411.jpg', '000000246963.jpg', '000000345027.jpg']",1,1,1,Two people are riding a motorcycle on the beach.,Two people are riding a motorcycle on the beach.,Two people riding a motorcycle to the beach.,Two people riding a motorcycle to the beach.
000000345941.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000345941.jpg,"['A plate with an ice cream dessert on it ', 'A dessert topped with ice cream, and strawberries sits on a plate.', 'A very artistic and tasty looking treat is in a plate.', 'A plate with strawberries and ice cream on a cake.', 'The waffle has banana slices and a strawberry in the middle.']","[0.3062519431114197, 0.2919366955757141, 0.27834564447402954, 0.277753621339798, 0.27658504247665405]","['000000345941.jpg', '000000345941.jpg', '000000188906.jpg', '000000345941.jpg', '000000479448.jpg']",1,1,1,A dessert with ice cream and strawberries on a plate.,A dessert with ice cream and strawberries on a plate.,A dessert with ice cream and strawberries on a plate.,A dessert with ice cream and strawberries on a plate.
000000514797.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000514797.jpg,"['A man in blue shorts putting together a blue and purple kite on a blue towel at the beach. ', 'At the seawall, the  gentlemen are holding up the kite ', 'A couple of men reaching up towards a blue kite.', 'Two people on the sand of a beach area with a man holding the strings to a large parachute that is partially on the sand.', 'Two people that are carrying a clear box kite. ']","[0.38428208231925964, 0.3658132255077362, 0.35888275504112244, 0.35500964522361755, 0.3518996238708496]","['000000093261.jpg', '000000514797.jpg', '000000514797.jpg', '000000263679.jpg', '000000478721.jpg']",0,1,1,Two men are flying a kite near a lighthouse.,Two men are flying a kite near a lighthouse.,Two men are holding up a kite at the beach.,Two men are holding up a kite at the beach.
000000226802.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000226802.jpg,"[""An Asian city square, with people, buses, and a McDonald's."", 'THERE ARE CITY BUSES THAT ARE LINED ON THE STREET IN FRONT OF THE BUILDING ', 'a chinese street with a mcdonalds in the back drop', 'some red and black buses are parked and a building', 'Trolly in the middle of the city next to people.']","[0.3630799949169159, 0.3335767984390259, 0.32464462518692017, 0.31972864270210266, 0.3191535174846649]","['000000226802.jpg', '000000220732.jpg', '000000226802.jpg', '000000452321.jpg', '000000376625.jpg']",1,1,1,"An Asian city square with people, buses, and a McDonald's.","An Asian city square with people, buses, and a McDonald's.",A city street with buses and people.,A city street with buses and people.
000000060449.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000060449.jpg,"['A laptop on a table outside a balcony overlooking the ocean.', 'A laptop computer is on a glass table on a balcony.', 'a laptop on a table on balcony, blue sky.', 'Balcony overlooking beautiful site next to a tropical beach.', 'deck with lap top computer and desk top']","[0.3659673035144806, 0.3246458172798157, 0.32352253794670105, 0.31505095958709717, 0.2803567051887512]","['000000060449.jpg', '000000060449.jpg', '000000060449.jpg', '000000060449.jpg', '000000037740.jpg']",1,1,1,A laptop computer is on a glass table on a balcony overlooking the ocean.,A laptop computer is on a glass table on a balcony overlooking the ocean.,A laptop on a table outside a balcony overlooking the ocean.,A laptop on a table outside a balcony overlooking the ocean.
000000488075.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000488075.jpg,"['The view of the door and kitchen area of an apartment from the living room.', 'Living room area with pass bar leading to kitchen in residence.', 'A clean and tidy living area with a kitchen and green accents.', 'The working and kitchen area of a dorm room', 'a large room that has both a kitchen and living room']","[0.32714077830314636, 0.3080563545227051, 0.30148422718048096, 0.2887178659439087, 0.28663599491119385]","['000000488075.jpg', '000000488075.jpg', '000000488075.jpg', '000000571313.jpg', '000000570456.jpg']",1,1,1,A clean and tidy living area with a kitchen and green accents.,A clean and tidy living area with a kitchen and green accents.,A view of the kitchen and living room of an apartment.,A view of the kitchen and living room of an apartment.
000000419201.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000419201.jpg,"['The adjacent farm land hills attest to the height of the soaring kite.', 'Three wild turkeys on top of the dried pasture.', 'A grassy field with kites being flown above', 'Adult males in large grassy field with large kite.', 'there seem to be very few animals on this field']","[0.31731098890304565, 0.3090836703777313, 0.3064526617527008, 0.2974756956100464, 0.2973751127719879]","['000000538067.jpg', '000000041888.jpg', '000000527528.jpg', '000000067406.jpg', '000000298697.jpg']",0,0,0,Three wild turkeys on top of the dried pasture.,Three wild turkeys on top of the dried pasture.,A kite is flying over a field with a horse and a bird.,A kite is flying over a field with a horse and a bird.
000000396274.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000396274.jpg,"['Several broccoli plants planted next to a wall.', 'Some vegetables on the ground are in planters.', 'Planters with growing broccoli in them on the ground ', ""A broccoli plant growing in a garden is dwarfed by it's leaves."", 'The fresh vegetables are growing in the garden.']","[0.3176286220550537, 0.30241069197654724, 0.2957722246646881, 0.2931835353374481, 0.28931790590286255]","['000000396274.jpg', '000000050331.jpg', '000000050331.jpg', '000000410934.jpg', '000000050331.jpg']",1,1,1,Several broccoli plants planted next to a wall.,Several broccoli plants planted next to a wall.,A garden with several broccoli plants planted next to a wall.,A garden with several broccoli plants planted next to a wall.
000000275198.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000275198.jpg,"['A family having lunch in their backyard in the rain.', 'A family holding umbrellas at a backyard barbecue.', 'A group of people holding umbrellas eating a meal outdoors.', 'A group of people around a metal table with umbrellas.', 'The children are seated outside at the picnic table to eat the birthday party food.']","[0.3680340051651001, 0.35988932847976685, 0.3394385874271393, 0.3282782733440399, 0.32651692628860474]","['000000275198.jpg', '000000275198.jpg', '000000275198.jpg', '000000275198.jpg', '000000345361.jpg']",1,1,1,A family having lunch in their backyard in the rain.,A family having lunch in their backyard in the rain.,A family having lunch in their backyard in the rain.,A family having lunch in their backyard in the rain.
000000259571.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000259571.jpg,"['A group of men are riding in the back of a dump truck.', 'A group of people in the back of a dump-truck. ', 'Bunch of people sitting in the back of a dump truck', 'A group of people riding in the back of a truck.', 'A large group of men traveling on the back of a truck.']","[0.4104555547237396, 0.3902583122253418, 0.3654439151287079, 0.345736026763916, 0.33761143684387207]","['000000259571.jpg', '000000259571.jpg', '000000259571.jpg', '000000394206.jpg', '000000394206.jpg']",1,1,1,A group of men are riding in the back of a dump truck.,A group of men are riding in the back of a dump truck.,A group of people riding in the back of a dump truck.,A group of people riding in the back of a dump truck.
000000174482.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000174482.jpg,"['a blue bike parked on a side walk ', 'A blue bicycle sits on a sidewalk near a street.', 'This is a bike locked to a parking meter.', 'A blue bicycle with a black basket on the front of it', 'A bike leaning up to a parking meter.']","[0.3449731469154358, 0.3335184156894684, 0.3198179006576538, 0.3158228099346161, 0.3111911714076996]","['000000174482.jpg', '000000174482.jpg', '000000370208.jpg', '000000061108.jpg', '000000135410.jpg']",1,1,1,A blue bicycle with a black basket on the front of it.,A blue bicycle with a black basket on the front of it.,A blue bicycle is parked on the sidewalk.,A blue bicycle is parked on the sidewalk.
000000286507.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000286507.jpg,"['three red and black train engines and its cars and snow', 'Train engine pulling one freight car along rails', 'A long red train traveling through snow covered country side.', 'A train drives down its tracks next to a snow bank', 'A locomotive hauling a colorful train of boxcars. ']","[0.32019856572151184, 0.3165777325630188, 0.31432217359542847, 0.3129696547985077, 0.31095656752586365]","['000000286507.jpg', '000000379800.jpg', '000000286507.jpg', '000000286507.jpg', '000000115118.jpg']",1,1,1,A long red train traveling through snow covered country side.,A long red train traveling through snow covered country side.,A train engine pulling one freight car along rails.,A train engine pulling one freight car along rails.
000000314264.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000314264.jpg,"['a man making a flower display in a vase on a wall', 'A man refreshing fake flowers in vases on a crypt wall', 'Traffic lights being repaired and/or replaced by a man.', 'A man is working on some parade floats.', 'a person placing flowers in a white vase attached to a wall']","[0.3633148968219757, 0.3484177589416504, 0.29628273844718933, 0.29449981451034546, 0.2843863070011139]","['000000314264.jpg', '000000314264.jpg', '000000183246.jpg', '000000518326.jpg', '000000314264.jpg']",1,1,1,A man placing flowers in a white vase attached to a wall.,A man placing flowers in a white vase attached to a wall.,A man is working on some parade floats.,A man is working on some parade floats.
000000482319.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000482319.jpg,"['A man and a woman playing with a baby.', 'a man and woman play with a small child ', 'A woman is holding a baby with another young boy beside her.', 'A woman holding a birthday cake with one candle near a man with a baby in his lap.', 'a child in bed with a pacifier looks at a picture book while an adult looks on']","[0.32294097542762756, 0.3138405382633209, 0.3030531108379364, 0.2964005768299103, 0.2922138273715973]","['000000482319.jpg', '000000482319.jpg', '000000084674.jpg', '000000231879.jpg', '000000317999.jpg']",1,1,1,A woman is holding a baby with another young boy beside her.,A woman is holding a baby with another young boy beside her.,A woman and a man are playing with a baby.,A woman and a man are playing with a baby.
000000185250.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000185250.jpg,"['Frisbee in the air, a dog squatting looking up at it, and a man standing behind the dog watching it, on the grass with a tree.', ""A man is walking with a cow who's sporting a red ribbon. "", 'A man standing next to a dog on the ground.', 'A man that is standing in the grass near animals.', 'A man throws a ball with to small boys in a yard as a dog runs around.']","[0.32131457328796387, 0.3202347755432129, 0.31641024351119995, 0.3142733573913574, 0.30998694896698]","['000000185250.jpg', '000000399764.jpg', '000000329219.jpg', '000000129756.jpg', '000000509403.jpg']",1,1,1,A man is standing in the grass near animals.,A man is standing in the grass near animals.,A man standing next to a dog on the ground.,A man standing next to a dog on the ground.
000000059598.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000059598.jpg,"['A table with a laptop a plate with a muffin and a banana, a can and a cellphone.', 'A table topped with a laptop computer next to a plate of food.', 'a laptop on top of a table with a plate with food next to it.', 'A soda, banana and muffin are set near a laptop.', 'A plate of food placed next to a computer.']","[0.4226957857608795, 0.41167575120925903, 0.40347298979759216, 0.38894835114479065, 0.3852439224720001]","['000000059598.jpg', '000000059598.jpg', '000000059598.jpg', '000000059598.jpg', '000000248314.jpg']",1,1,1,"A table with a laptop a plate with a muffin and a banana, a can and a cellphone.","A table with a laptop a plate with a muffin and a banana, a can and a cellphone.",A laptop computer is sitting on a table next to a plate of food.,A laptop computer is sitting on a table next to a plate of food.
000000277005.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000277005.jpg,"['A busy bus station with ramp going downstairs.', 'Several people are leaving a bus station with a bus next to it as a person rides by on a bicycle', 'Advertisements covered bus stopped on a city street.', 'A contemporary light-rail train seen from the front is stopped in a station.', 'a bus stops to pick up some passengers']","[0.33953148126602173, 0.3197610378265381, 0.3102588951587677, 0.3099386692047119, 0.3082320988178253]","['000000350122.jpg', '000000277005.jpg', '000000147223.jpg', '000000572555.jpg', '000000005037.jpg']",0,1,1,A busy bus station with ramp going downstairs.,A busy bus station with ramp going downstairs.,A man is walking down a street with a bicycle.,A man is walking down a street with a bicycle.
000000443844.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000443844.jpg,"['a person riding a skate board on a bench', 'A man in a black hat, white shirt and black pants jumping a skateboard off a bench. ', 'A man is jumping over a bench on a skateboard.', 'A man riding a skateboard on top of a wooden bench.', 'Boy riding a skate board over a concrete seat.']","[0.3993365466594696, 0.3726004660129547, 0.3725881278514862, 0.3688105046749115, 0.36533913016319275]","['000000443844.jpg', '000000443844.jpg', '000000209757.jpg', '000000443844.jpg', '000000209757.jpg']",1,1,1,"A man in a black hat, white shirt and black pants jumping a skateboard off a bench.","A man in a black hat, white shirt and black pants jumping a skateboard off a bench.",A man is jumping over a bench on a skateboard.,A man is jumping over a bench on a skateboard.
000000458663.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000458663.jpg,"['In the kitchen, there is a sink, stove, window and some cabinets.', 'View of kitchen sink, stainless refrigerator and breakfast room', 'A kitchen with a counter, window, stove and cutlery. ', 'The top window in a kitchen is open.', 'The picture shows the interior of a kitchen, with vintage refrigerator, stove, and other appliances.']","[0.31495562195777893, 0.30793383717536926, 0.29154807329177856, 0.28481778502464294, 0.2847444415092468]","['000000343466.jpg', '000000452793.jpg', '000000290768.jpg', '000000045229.jpg', '000000030213.jpg']",0,0,0,"A kitchen with a sink, stove, window and some cabinets.","A kitchen with a sink, stove, window and some cabinets.","A kitchen with a counter, window, stove and cutlery.","A kitchen with a counter, window, stove and cutlery."
000000061171.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000061171.jpg,"['All of the cows are poking their heads out, eating some hay. ', 'A horse and several cows feed on hay.', 'Several cows and a horse are eating hay.', 'A herd of black and white cows eating dry grass.', 'Cows and ponies are eating hay in the barn']","[0.33901917934417725, 0.3383653163909912, 0.32122358679771423, 0.3127160966396332, 0.30777034163475037]","['000000137576.jpg', '000000061171.jpg', '000000061171.jpg', '000000061171.jpg', '000000061171.jpg']",0,1,1,A horse and several cows feed on hay.,A horse and several cows feed on hay.,A group of cows and a horse eating hay.,A group of cows and a horse eating hay.
000000542856.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000542856.jpg,"['A city bus carrying ads featuring women coming to town.', 'a large bus with a political ad on the side of it', 'A political candidate advertisement on the side of a coach bus.', 'Advertisements covered bus stopped on a city street.', 'A pink and white bus parked next to sidewalk and people.']","[0.38495776057243347, 0.3427261412143707, 0.33808717131614685, 0.32533934712409973, 0.3214181363582611]","['000000542856.jpg', '000000143931.jpg', '000000143931.jpg', '000000147223.jpg', '000000357748.jpg']",1,1,1,A city bus with a Cindy Sherman advertisement on the side is parked on a city street.,A city bus with a Cindy Sherman advertisement on the side is parked on a city street.,A city bus with a political ad on the side of it.,A city bus with a political ad on the side of it.
000000410496.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000410496.jpg,"['a man plays tennis in front of a large audience', 'A man in a Lacoste shirt playing tennis outside.', 'A man plays tennis on a clay court', 'a male tennis player in a white shirt is holding his racket', 'a male tennis player in white shorts is playing tennis']","[0.3050951361656189, 0.30326271057128906, 0.30035826563835144, 0.29933425784111023, 0.2981189489364624]","['000000261097.jpg', '000000321790.jpg', '000000171788.jpg', '000000223959.jpg', '000000000885.jpg']",0,0,0,A male tennis player in white shorts is playing tennis.,A male tennis player in white shorts is playing tennis.,A man in a Lacoste shirt playing tennis outside.,A man in a Lacoste shirt playing tennis outside.
000000524108.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000524108.jpg,"['A large number of chrome motorcycles parked together.', 'Motorycles parked and lined up beside each other', 'a bunch of parked motorcycles sit in it line ', 'a row of motorcycles parked on a city street', 'a bunch of motorcycles are parked on a street']","[0.3422826826572418, 0.33657267689704895, 0.33447617292404175, 0.32778552174568176, 0.3268619179725647]","['000000524108.jpg', '000000524108.jpg', '000000457848.jpg', '000000266400.jpg', '000000574702.jpg']",1,1,1,A large number of chrome motorcycles are parked together.,A large number of chrome motorcycles are parked together.,A row of motorcycles parked on a city street.,A row of motorcycles parked on a city street.
000000251537.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000251537.jpg,"['There is a carrot next to some greens on the red cutting board.', 'A singke vegetable and some herbs that are sitting on a cutting board. ', 'An assortment of vegetables made into an interesting shape.', 'a thing of carrots that are laying on a board', 'A spoon laying beside a few big carrots']","[0.3285031020641327, 0.30789944529533386, 0.28475770354270935, 0.28421878814697266, 0.269368439912796]","['000000251537.jpg', '000000251537.jpg', '000000287667.jpg', '000000143998.jpg', '000000196009.jpg']",1,1,1,A carrot and some greens are on a red cutting board.,A carrot and some greens are on a red cutting board.,A carrot and some greens are on a red cutting board.,A carrot and some greens are on a red cutting board.
000000368212.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000368212.jpg,"['Young toddler sitting on toilet bowl brushing teeth.', 'Baby brushing teeth while sitting on a toilet.', 'A toddler sits on a toilet while brushing his teeth.', 'A toddler with a toothbrush sitting on top of the lid of a toilet.', 'A toddler in the bathroom brushing his teeth']","[0.3870258033275604, 0.3672572672367096, 0.36234280467033386, 0.3535451889038086, 0.3376501202583313]","['000000368212.jpg', '000000368212.jpg', '000000368212.jpg', '000000368212.jpg', '000000175251.jpg']",1,1,1,A toddler in the bathroom brushing his teeth.,A toddler in the bathroom brushing his teeth.,A young child is sitting on a toilet and brushing his teeth.,A young child is sitting on a toilet and brushing his teeth.
000000221708.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000221708.jpg,"['A wood paneled kitchen with dining table and tiled floor.', 'A kitchen with a stove, sink, table, chairs and couches.', 'a room showing a very big fridge and a dining table', 'A kitchen area with a chair, tiled floor and a refrigerator.', 'a kitchen with a stove a table some chairs and a sink']","[0.3372521996498108, 0.3263093829154968, 0.3179153501987457, 0.3106171190738678, 0.30823782086372375]","['000000221708.jpg', '000000472046.jpg', '000000057238.jpg', '000000537672.jpg', '000000216497.jpg']",1,1,1,A wood paneled kitchen with a table and chairs.,A wood paneled kitchen with a table and chairs.,"A kitchen with a stove, sink, table, chairs and couches.","A kitchen with a stove, sink, table, chairs and couches."
000000075456.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000075456.jpg,"['A pizza with Canadian bacon and pineapple in a fluted pan.', 'A pineapple and ham pizza in a pizza tin', 'A pizza that is sitting on a plastic tray.', 'Small personal pizza on a crust made of rice.', 'A strange pizza made from rice and fish and vegetables.']","[0.35866206884384155, 0.3574799597263336, 0.3126027584075928, 0.3020583689212799, 0.3004121482372284]","['000000075456.jpg', '000000075456.jpg', '000000127476.jpg', '000000378284.jpg', '000000378284.jpg']",1,1,1,A pizza with Canadian bacon and pineapple in a fluted pan.,A pizza with Canadian bacon and pineapple in a fluted pan.,A pizza with Canadian bacon and pineapple in a fluted pan.,A pizza with Canadian bacon and pineapple in a fluted pan.
000000225670.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000225670.jpg,"['A large black dog leaping to get a frisbee. ', 'A dog competing in a long jump in to water contest', 'a black dog in the air catching a frisbee', 'A dog leaping into the air to catch a frisbee.', 'A black and white dog jumping up catching a Frisbee.']","[0.3546452224254608, 0.3521183133125305, 0.3498906195163727, 0.3477669656276703, 0.3406263589859009]","['000000225670.jpg', '000000067213.jpg', '000000225670.jpg', '000000225670.jpg', '000000138492.jpg']",1,1,1,A large black dog leaping to get a frisbee.,A large black dog leaping to get a frisbee.,A dog leaping into the air to catch a frisbee.,A dog leaping into the air to catch a frisbee.
000000423617.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000423617.jpg,"['A bus and a few cars are riding in the rain.', 'a red and white bus and some cars in the rain', 'Two city buses traveling down a rain covered road way.', 'The rail trolley is driving in front of other automobiles. ', 'A bus and other cars are traveling on a street.']","[0.37015506625175476, 0.356284499168396, 0.34067654609680176, 0.3400171995162964, 0.33473941683769226]","['000000084170.jpg', '000000084170.jpg', '000000423617.jpg', '000000376625.jpg', '000000329614.jpg']",0,1,1,A bus and other cars are traveling on a street.,A bus and other cars are traveling on a street.,A yellow car is driving in front of a bus and other cars on a rain covered street.,A yellow car is driving in front of a bus and other cars on a rain covered street.
