image_name,image_path,retrieved_captions_b16,retrieved_scores_b16,retrieved_image_names_b16,hit@5_b16,raw_b16,answer_b16,retrieved_captions_b32,retrieved_scores_b32,retrieved_image_names_b32,hit@5_b32,raw_b32,answer_b32
000000186938.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000186938.jpg,"['A grey and white bird on sandy beach next to rocks.', 'a close of up a small bird on a dirt ground', 'A small bird standing on a rocky ground.', 'A bird standing on the ground looking around', 'a small bird standing on a rocky beach']","[0.2911549508571625, 0.279212087392807, 0.27824199199676514, 0.2733535170555115, 0.27175912261009216]","['000000186938.jpg', '000000509719.jpg', '000000186938.jpg', '000000509719.jpg', '000000186938.jpg']",1,A small bird standing on a rocky beach.,A small bird standing on a rocky beach.,"['A grey and white bird on sandy beach next to rocks.', 'a small bird standing on a rocky beach', 'A small bird standing on a rocky ground.', 'A bird standing in the sand surrounded by rocks and pebbles.', 'a close of up a small bird on a dirt ground']","[0.3186127543449402, 0.30834636092185974, 0.30474838614463806, 0.3019598424434662, 0.3010629117488861]","['000000186938.jpg', '000000186938.jpg', '000000186938.jpg', '000000186938.jpg', '000000509719.jpg']",1,A small bird standing on a rocky ground.,A small bird standing on a rocky ground.
000000102411.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000102411.jpg,"['Two people sitting on a motorcycle in the street next to a beach.', 'Two people riding a motorcycle to the beach.', 'A couple sit on a motorcycle at the beach.', 'Two people are riding a motorcycle on the beach.', 'Some people riding some very nice looking motorcycles.']","[0.32666516304016113, 0.3183062672615051, 0.30858463048934937, 0.30049389600753784, 0.2949649691581726]","['000000102411.jpg', '000000102411.jpg', '000000102411.jpg', '000000102411.jpg', '000000143556.jpg']",1,Two people are riding a motorcycle on the beach.,Two people are riding a motorcycle on the beach.,"['Two people sitting on a motorcycle in the street next to a beach.', 'Two people riding a motorcycle to the beach.', 'Two people are riding a motorcycle on the beach.', 'motor cycle riders stopping at a stop sign', 'A vehicle and a motor bike on the beach.']","[0.3660832941532135, 0.3587128520011902, 0.3492618203163147, 0.34700557589530945, 0.3344062864780426]","['000000102411.jpg', '000000102411.jpg', '000000102411.jpg', '000000246963.jpg', '000000345027.jpg']",1,Two people are riding a motorcycle on the beach.,Two people are riding a motorcycle on the beach.
000000345941.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000345941.jpg,"['Belgium waffle loaded with bananas topped with powdered sugar with syrup and more fruit as a garnish.', 'A waffle with syrup, a scoop of ice cream, and sliced strawberries and bananas on a plate.', 'A plate has a waffle, some fruit and ice cream on it.', 'Some bananas and strawberries on a large waffle', 'A very artistic and tasty looking treat is in a plate.']","[0.27899134159088135, 0.2624448537826538, 0.2587600648403168, 0.25421738624572754, 0.25385352969169617]","['000000479448.jpg', '000000128658.jpg', '000000128658.jpg', '000000479448.jpg', '000000188906.jpg']",0,A Belgium waffle loaded with bananas topped with powdered sugar with syrup and more fruit as a,A Belgium waffle loaded with bananas topped with powdered sugar with syrup and more fruit as a,"['A plate with an ice cream dessert on it ', 'A dessert topped with ice cream, and strawberries sits on a plate.', 'A very artistic and tasty looking treat is in a plate.', 'Some bananas and strawberries on a large waffle', 'A plate has a waffle, some fruit and ice cream on it.']","[0.3062519431114197, 0.2919366955757141, 0.27834564447402954, 0.2728903591632843, 0.2724912762641907]","['000000345941.jpg', '000000345941.jpg', '000000188906.jpg', '000000479448.jpg', '000000128658.jpg']",1,"A plate has a waffle, some fruit and ice cream on it.","A plate has a waffle, some fruit and ice cream on it."
000000514797.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000514797.jpg,"['A couple of men reaching up towards a blue kite.', 'two boys caring a big kite type of thing', 'At the seawall, the  gentlemen are holding up the kite ', 'Two men are carrying a kite through a parking lot.', 'Two people that are carrying a clear box kite. ']","[0.35828903317451477, 0.3394370377063751, 0.3385475277900696, 0.33787211775779724, 0.3275160491466522]","['000000514797.jpg', '000000478721.jpg', '000000514797.jpg', '000000478721.jpg', '000000478721.jpg']",1,Two men are flying a blue kite near a lighthouse.,Two men are flying a blue kite near a lighthouse.,"['A man in blue shorts putting together a blue and purple kite on a blue towel at the beach. ', 'At the seawall, the  gentlemen are holding up the kite ', 'A couple of men reaching up towards a blue kite.', 'Two people on the sand of a beach area with a man holding the strings to a large parachute that is partially on the sand.', 'Two people that are carrying a clear box kite. ']","[0.38428208231925964, 0.3658132255077362, 0.3588827848434448, 0.35500964522361755, 0.3518996238708496]","['000000093261.jpg', '000000514797.jpg', '000000514797.jpg', '000000263679.jpg', '000000478721.jpg']",1,Two men are flying a kite near a lighthouse.,Two men are flying a kite near a lighthouse.
000000226802.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000226802.jpg,"[""An Asian city square, with people, buses, and a McDonald's."", 'The view of a metropolitan area behind many buses.', 'A bus in China is parked along a curb. ', 'a chinese street with a mcdonalds in the back drop', 'A large bus on a open city street.']","[0.3344789445400238, 0.3023100197315216, 0.3017861247062683, 0.30113041400909424, 0.29721951484680176]","['000000226802.jpg', '000000015517.jpg', '000000284725.jpg', '000000226802.jpg', '000000147223.jpg']",1,"An Asian city square, with people, buses, and a McDonald's.","An Asian city square, with people, buses, and a McDonald's.","[""An Asian city square, with people, buses, and a McDonald's."", 'a chinese street with a mcdonalds in the back drop', 'Trolly in the middle of the city next to people.', 'some people some buildings cars and a red double decker bus', 'A bus is passing in front of big buildings and beautiful gardens.']","[0.3630799949169159, 0.32464462518692017, 0.3191535174846649, 0.31872469186782837, 0.3139629662036896]","['000000226802.jpg', '000000226802.jpg', '000000376625.jpg', '000000142472.jpg', '000000446206.jpg']",1,"An Asian city square, with people, buses, and a McDonald's.","An Asian city square, with people, buses, and a McDonald's."
000000060449.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000060449.jpg,"['A laptop on a table outside a balcony overlooking the ocean.', 'A laptop computer is on a glass table on a balcony.', 'a laptop on a table on balcony, blue sky.', 'deck with lap top computer and desk top', 'Chairs and a table with a laptop on it sitting outside. ']","[0.35427534580230713, 0.3084273636341095, 0.2968182861804962, 0.2831868827342987, 0.26360633969306946]","['000000060449.jpg', '000000060449.jpg', '000000060449.jpg', '000000037740.jpg', '000000428280.jpg']",1,A laptop on a table outside a balcony overlooking the ocean.,A laptop on a table outside a balcony overlooking the ocean.,"['A laptop on a table outside a balcony overlooking the ocean.', 'A laptop computer is on a glass table on a balcony.', 'a laptop on a table on balcony, blue sky.', 'deck with lap top computer and desk top', 'Chairs and a table with a laptop on it sitting outside. ']","[0.3659673035144806, 0.3246458172798157, 0.32352253794670105, 0.2803567051887512, 0.27354931831359863]","['000000060449.jpg', '000000060449.jpg', '000000060449.jpg', '000000037740.jpg', '000000428280.jpg']",1,A laptop on a table outside a balcony overlooking the ocean.,A laptop on a table outside a balcony overlooking the ocean.
000000488075.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000488075.jpg,"['Living room area with pass bar leading to kitchen in residence.', 'The view of the door and kitchen area of an apartment from the living room.', 'A clean and tidy living area with a kitchen and green accents.', 'a small room with living room and dining room stuff', 'A view down into a living room and kitchen.']","[0.29984551668167114, 0.2960839569568634, 0.2804752588272095, 0.2628251910209656, 0.26022329926490784]","['000000488075.jpg', '000000488075.jpg', '000000488075.jpg', '000000029596.jpg', '000000570456.jpg']",1,A clean and tidy living area with a kitchen and green accents.,A clean and tidy living area with a kitchen and green accents.,"['The view of the door and kitchen area of an apartment from the living room.', 'Living room area with pass bar leading to kitchen in residence.', 'A clean and tidy living area with a kitchen and green accents.', 'The working and kitchen area of a dorm room', 'Kitchen area with counter top space and dining room table. ']","[0.32714077830314636, 0.3080563545227051, 0.30148422718048096, 0.2887178659439087, 0.2839471995830536]","['000000488075.jpg', '000000488075.jpg', '000000488075.jpg', '000000571313.jpg', '000000298396.jpg']",1,A clean and tidy living area with a kitchen and green accents.,A clean and tidy living area with a kitchen and green accents.
000000419201.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000419201.jpg,"['there seem to be very few animals on this field', 'The adjacent farm land hills attest to the height of the soaring kite.', 'Some cows that are wandering around a lot of pigeons.', 'A grassy hill side with some animals in the distance ', 'A field with various wildlife and trees in the background.']","[0.2848905920982361, 0.273373544216156, 0.27013662457466125, 0.2686920464038849, 0.2576998472213745]","['000000298697.jpg', '000000538067.jpg', '000000060823.jpg', '000000172547.jpg', '000000311295.jpg']",0,A field with various wildlife and trees in the background.,A field with various wildlife and trees in the background.,"['The adjacent farm land hills attest to the height of the soaring kite.', 'Three wild turkeys on top of the dried pasture.', 'A grassy field with kites being flown above', 'there seem to be very few animals on this field', 'A couple of cows and some birds flying in the sky.']","[0.31731098890304565, 0.3090836703777313, 0.3064526617527008, 0.2973751127719879, 0.2954489588737488]","['000000538067.jpg', '000000041888.jpg', '000000527528.jpg', '000000298697.jpg', '000000166287.jpg']",0,Three wild turkeys on top of the dried pasture.,Three wild turkeys on top of the dried pasture.
000000396274.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000396274.jpg,"[""A broccoli plant growing in a garden is dwarfed by it's leaves."", 'A kale and sweet pea home garden getting the last rays of sunlight. ', 'A broccoli plant has very large leaves. ', 'Planters with growing broccoli in them on the ground ', 'Green plants and climbing vines in a garden plot.']","[0.316849023103714, 0.30637189745903015, 0.30349528789520264, 0.28115296363830566, 0.2803514003753662]","['000000410934.jpg', '000000396274.jpg', '000000410934.jpg', '000000050331.jpg', '000000396274.jpg']",1,A broccoli plant has very large leaves.,A broccoli plant has very large leaves.,"['Some vegetables on the ground are in planters.', 'Planters with growing broccoli in them on the ground ', ""A broccoli plant growing in a garden is dwarfed by it's leaves."", 'The fresh vegetables are growing in the garden.', 'Leafy greens and sun dried tomatoes on something']","[0.30241069197654724, 0.2957722246646881, 0.2931835353374481, 0.28931790590286255, 0.2893056273460388]","['000000050331.jpg', '000000050331.jpg', '000000410934.jpg', '000000050331.jpg', '000000555412.jpg']",0,A garden with leafy greens growing in planters.,A garden with leafy greens growing in planters.
000000275198.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000275198.jpg,"['A family having lunch in their backyard in the rain.', 'A group of people holding umbrellas eating a meal outdoors.', 'People outside at table eating cake on plates.', 'A family holding umbrellas at a backyard barbecue.', 'A group of people around a metal table with umbrellas.']","[0.3424795866012573, 0.32250866293907166, 0.31847038865089417, 0.31157857179641724, 0.2956523895263672]","['000000275198.jpg', '000000275198.jpg', '000000334483.jpg', '000000275198.jpg', '000000275198.jpg']",1,A family having lunch in their backyard in the rain.,A family having lunch in their backyard in the rain.,"['A family having lunch in their backyard in the rain.', 'A family holding umbrellas at a backyard barbecue.', 'A group of people holding umbrellas eating a meal outdoors.', 'A group of people around a metal table with umbrellas.', 'The children are seated outside at the picnic table to eat the birthday party food.']","[0.3680340051651001, 0.35988932847976685, 0.3394385874271393, 0.3282782733440399, 0.32651692628860474]","['000000275198.jpg', '000000275198.jpg', '000000275198.jpg', '000000275198.jpg', '000000345361.jpg']",1,A family having lunch in their backyard in the rain.,A family having lunch in their backyard in the rain.
000000259571.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000259571.jpg,"['A group of men are riding in the back of a dump truck.', 'A group of people in the back of a dump-truck. ', 'A group of people riding in the back of a truck.', 'A tamale truck is in a rural city scene.', 'An orange truck driving down a street full of men in the back.']","[0.3220115303993225, 0.2953401803970337, 0.2928844690322876, 0.2901395261287689, 0.28944259881973267]","['000000259571.jpg', '000000259571.jpg', '000000394206.jpg', '000000259640.jpg', '000000259571.jpg']",1,A group of men are riding in the back of a dump truck.,A group of men are riding in the back of a dump truck.,"['A group of men are riding in the back of a dump truck.', 'A group of people in the back of a dump-truck. ', 'Bunch of people sitting in the back of a dump truck', 'A group of people riding in the back of a truck.', 'A large group of men traveling on the back of a truck.']","[0.4104555547237396, 0.3902583122253418, 0.3654439151287079, 0.345736026763916, 0.33761143684387207]","['000000259571.jpg', '000000259571.jpg', '000000259571.jpg', '000000394206.jpg', '000000394206.jpg']",1,A group of men are riding in the back of a dump truck.,A group of men are riding in the back of a dump truck.
000000174482.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000174482.jpg,"['a blue bike parked on a side walk ', 'a bike sits parked next to a street ', 'A bike with a basket attached to it is parked.', 'A light blue bicycle chained to a pole on the sidewalk in front of a red building.', 'A blue bicycle with a black basket on the front of it']","[0.3329710364341736, 0.30933699011802673, 0.296031653881073, 0.2957969605922699, 0.2930941581726074]","['000000174482.jpg', '000000174482.jpg', '000000256941.jpg', '000000426166.jpg', '000000061108.jpg']",1,A blue bicycle with a black basket on the front of it.,A blue bicycle with a black basket on the front of it.,"['a blue bike parked on a side walk ', 'This is a bike locked to a parking meter.', 'A blue bicycle with a black basket on the front of it', 'A bike leaning up to a parking meter.', 'A bike parked in front of a parking meter.']","[0.3449731469154358, 0.3198179006576538, 0.3158228099346161, 0.3111911714076996, 0.3101484179496765]","['000000174482.jpg', '000000370208.jpg', '000000061108.jpg', '000000135410.jpg', '000000370208.jpg']",1,A blue bicycle with a black basket on the front of it.,A blue bicycle with a black basket on the front of it.
000000286507.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000286507.jpg,"['three red and black train engines and its cars and snow', 'A long red train traveling through snow covered country side.', 'Multiple orange train engines on tracks with trees on each side.', 'A commuter train traveling down snow covered train tracks.', 'A passanger train stopped on the railroad tracks.']","[0.31651443243026733, 0.28724294900894165, 0.2850884199142456, 0.2804213762283325, 0.2786290943622589]","['000000286507.jpg', '000000286507.jpg', '000000440508.jpg', '000000444879.jpg', '000000431896.jpg']",1,A long red train traveling through snow covered country side.,A long red train traveling through snow covered country side.,"['three red and black train engines and its cars and snow', 'Train engine pulling one freight car along rails', 'A long red train traveling through snow covered country side.', 'A train drives down its tracks next to a snow bank', 'A locomotive hauling a colorful train of boxcars. ']","[0.32019856572151184, 0.3165777325630188, 0.31432217359542847, 0.3129696547985077, 0.31095656752586365]","['000000286507.jpg', '000000379800.jpg', '000000286507.jpg', '000000286507.jpg', '000000115118.jpg']",1,A long red train traveling through snow covered country side.,A long red train traveling through snow covered country side.
000000314264.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000314264.jpg,"['a man making a flower display in a vase on a wall', 'A man refreshing fake flowers in vases on a crypt wall', 'A man putting flowers into a white vase on a grave.', 'a person placing flowers in a white vase attached to a wall', 'A man placing some flowers inside a vase.']","[0.34254059195518494, 0.32187995314598083, 0.303409218788147, 0.2773304581642151, 0.2608800232410431]","['000000314264.jpg', '000000314264.jpg', '000000314264.jpg', '000000314264.jpg', '000000314264.jpg']",1,A man placing flowers in a white vase attached to a wall.,A man placing flowers in a white vase attached to a wall.,"['a man making a flower display in a vase on a wall', 'A man refreshing fake flowers in vases on a crypt wall', 'a person placing flowers in a white vase attached to a wall', 'A man putting flowers into a white vase on a grave.', 'A man placing some flowers inside a vase.']","[0.3633148968219757, 0.3484177589416504, 0.2843863070011139, 0.27531155943870544, 0.27471020817756653]","['000000314264.jpg', '000000314264.jpg', '000000314264.jpg', '000000314264.jpg', '000000314264.jpg']",1,A man placing flowers into a white vase on a wall.,A man placing flowers into a white vase on a wall.
000000482319.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000482319.jpg,"['A man and a woman playing with a baby.', 'a man and woman play with a small child ', 'a man holding a kid and a mother smilling', 'some adults and a child are in a photograph', 'A man and women who are looking at a small child.']","[0.30570656061172485, 0.28477415442466736, 0.268896222114563, 0.2682986855506897, 0.2680637836456299]","['000000482319.jpg', '000000482319.jpg', '000000482319.jpg', '000000509451.jpg', '000000482319.jpg']",1,A man and women playing with a baby.,A man and women playing with a baby.,"['A man and a woman playing with a baby.', 'a man and woman play with a small child ', 'A woman is holding a baby with another young boy beside her.', 'a child in bed with a pacifier looks at a picture book while an adult looks on', 'A baby with a toothbrush in his mouth while being held by a woman']","[0.32294097542762756, 0.3138405382633209, 0.3030531108379364, 0.2922138273715973, 0.2920883297920227]","['000000482319.jpg', '000000482319.jpg', '000000084674.jpg', '000000317999.jpg', '000000500565.jpg']",1,A baby with a toothbrush in his mouth while being held by a woman.,A baby with a toothbrush in his mouth while being held by a woman.
