,image_name,image_path,retrieved_captions,retrieved_scores,retrieved_image_names,hit@1,hit@5,hit@10,raw_rag,answer_rag,references,bleu_rag,rouge1_rag,rouge2_rag,rougeL_rag,clipscore_rag
10,000000186938.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000186938.jpg,"['A little grey and white bird standing on a sandy beach.', 'A grey and white bird on sandy beach next to rocks.', 'a small bird standing on a rocky beach', 'A small bird standing on a rocky ground.', 'A bird standing in the sand surrounded by rocks and pebbles.', 'a close of up a small bird on a dirt ground', 'A bird standing on the ground looking around', 'A small bird pecking at the sand and water.', 'There is a bird standing in the sand.', 'A small bird contemplates how to get some seeds.']","[0.3242059350013733, 0.3186127543449402, 0.30834636092185974, 0.30474838614463806, 0.3019598424434662, 0.3010629117488861, 0.3008359968662262, 0.2979746460914612, 0.29454320669174194, 0.28240257501602173]","['000000186938.jpg', '000000186938.jpg', '000000186938.jpg', '000000186938.jpg', '000000186938.jpg', '000000509719.jpg', '000000509719.jpg', '000000357060.jpg', '000000438269.jpg', '000000284279.jpg']",1,1,1,A little grey and white bird standing on a sandy beach.,A little grey and white bird standing on a sandy beach.,"['A small bird standing on a rocky ground.', 'A grey and white bird on sandy beach next to rocks.', 'a small bird standing on a rocky beach', 'A bird standing in the sand surrounded by rocks and pebbles.', 'A little grey and white bird standing on a sandy beach.']",1.0,1.0,1.0,1.0,0.3242059648036957
11,000000102411.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000102411.jpg,"['Two people sitting on a motorcycle in the street next to a beach.', 'Two people riding a motorcycle to the beach.', 'Two people are riding a motorcycle on the beach.', 'motor cycle riders stopping at a stop sign', 'A vehicle and a motor bike on the beach.', 'A couple sit on a motorcycle at the beach.', 'A motorcycle club stopping along the highway to take a break and talk.', 'A motorcycle and people looking a travel vehicles.', 'Many motorcyclists gather and socialize at the side of the road', 'Some people riding some very nice looking motorcycles.']","[0.3660832941532135, 0.3587128520011902, 0.3492618203163147, 0.34700557589530945, 0.3344062864780426, 0.3321162760257721, 0.32893410325050354, 0.32658249139785767, 0.32630348205566406, 0.32604026794433594]","['000000102411.jpg', '000000102411.jpg', '000000102411.jpg', '000000246963.jpg', '000000345027.jpg', '000000102411.jpg', '000000044590.jpg', '000000144300.jpg', '000000044590.jpg', '000000143556.jpg']",1,1,1,Two people are riding a motorcycle on the beach.,Two people are riding a motorcycle on the beach.,"['Two people riding a motorcycle to the beach.', 'A man riding a motorcycle with a woman on the back.', 'Two people sitting on a motorcycle in the street next to a beach.', 'Two people are riding a motorcycle on the beach.', 'A couple sit on a motorcycle at the beach.']",1.0,1.0,1.0,1.0,0.34926170110702515
12,000000345941.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000345941.jpg,"['A plate with an ice cream dessert on it ', 'A dessert topped with ice cream, and strawberries sits on a plate.', 'A very artistic and tasty looking treat is in a plate.', 'A plate with strawberries and ice cream on a cake.', 'The waffle has banana slices and a strawberry in the middle.', 'Some bananas and strawberries on a large waffle', 'A waffle with cream and strawberries sits on a plate. ', 'A plate has a waffle, some fruit and ice cream on it.', 'A traditional banana split with whipped cream and spoons.', 'Belgium waffle loaded with bananas topped with powdered sugar with syrup and more fruit as a garnish.']","[0.3062519431114197, 0.2919366955757141, 0.27834564447402954, 0.277753621339798, 0.27658504247665405, 0.2728903591632843, 0.27274468541145325, 0.2724912762641907, 0.2699698805809021, 0.2688453495502472]","['000000345941.jpg', '000000345941.jpg', '000000188906.jpg', '000000345941.jpg', '000000479448.jpg', '000000479448.jpg', '000000089670.jpg', '000000128658.jpg', '000000139260.jpg', '000000479448.jpg']",1,1,1,"A plate with a waffle topped with banana slices, strawberries, ice cream, and","A plate with a waffle topped with banana slices, strawberries, ice cream, and","['A desert on a plate with a spoon on the side of the plate.', 'A plate with strawberries and ice cream on a cake.', 'A dessert topped with ice cream, and strawberries sits on a plate.', 'A white dish that has an ice cream and cookie style dessert on it, along with powdered sugar sprinkled over it.', 'A plate with an ice cream dessert on it']",0.1702006844143585,0.7199999999999999,0.34782608695652173,0.5217391304347826,0.29497018456459045
13,000000514797.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000514797.jpg,"['A man in blue shorts putting together a blue and purple kite on a blue towel at the beach. ', 'At the seawall, the  gentlemen are holding up the kite ', 'A couple of men reaching up towards a blue kite.', 'Two people on the sand of a beach area with a man holding the strings to a large parachute that is partially on the sand.', 'Two people that are carrying a clear box kite. ', 'Man and son standing on the beach side with a self assembled kite.', 'A man fixing a kite on the beach.', 'A man lies on the beach while someone else holds a kite.', 'A man gets ready to launch a colorful kite on the beach.', 'A man holds strings connected to a large parachute or kite on the beach.']","[0.38428208231925964, 0.3658132255077362, 0.35888275504112244, 0.35500964522361755, 0.3518996238708496, 0.3517865836620331, 0.35047096014022827, 0.34893208742141724, 0.34850117564201355, 0.3479887545108795]","['000000093261.jpg', '000000514797.jpg', '000000514797.jpg', '000000263679.jpg', '000000478721.jpg', '000000579307.jpg', '000000093261.jpg', '000000047740.jpg', '000000124442.jpg', '000000263679.jpg']",0,1,1,Two men are flying a large kite on the beach.,Two men are flying a large kite on the beach.,"['At the seawall, the  gentlemen are holding up the kite', 'a man swings a glider across a big buidings roof', 'Several men attempt to fly a kite on a beach.', 'A couple of men reaching up towards a blue kite.', 'The men are trying to fly their kite by the water.']",0.07259795291154773,0.5,0.1111111111111111,0.5,0.3570731282234192
14,000000226802.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000226802.jpg,"[""An Asian city square, with people, buses, and a McDonald's."", 'THERE ARE CITY BUSES THAT ARE LINED ON THE STREET IN FRONT OF THE BUILDING ', 'a chinese street with a mcdonalds in the back drop', 'some red and black buses are parked and a building', 'Trolly in the middle of the city next to people.', 'some people some buildings cars and a red double decker bus', 'People and buses on a city street under cloudy skies.', 'A bus is passing in front of big buildings and beautiful gardens.', 'A city road with buses and people on the sidewalk', 'A large bus and some people on a city street.']","[0.3630799949169159, 0.3335767984390259, 0.32464462518692017, 0.31972864270210266, 0.3191535174846649, 0.31872469186782837, 0.3166103959083557, 0.3139629662036896, 0.3128567934036255, 0.3065696954727173]","['000000226802.jpg', '000000220732.jpg', '000000226802.jpg', '000000452321.jpg', '000000376625.jpg', '000000142472.jpg', '000000226802.jpg', '000000446206.jpg', '000000336658.jpg', '000000210394.jpg']",1,1,1,A city street with buses and people in front of a McDonald's.,A city street with buses and people in front of a McDonald's.,"['A red bus driving down a busy city street surrounded by tall buildings.', ""An Asian city square, with people, buses, and a McDonald's."", 'People and buses on a city street under cloudy skies.', 'A large open area with concrete floor and a McDonalds in the background with Chinese writing on the building.', 'a chinese street with a mcdonalds in the back drop']",0.06352513900666727,0.6666666666666667,0.2727272727272727,0.5833333333333334,0.28633278608322144
15,000000060449.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000060449.jpg,"['A laptop on a table outside a balcony overlooking the ocean.', 'A laptop computer is on a glass table on a balcony.', 'a laptop on a table on balcony, blue sky.', 'Balcony overlooking beautiful site next to a tropical beach.', 'deck with lap top computer and desk top', 'Chairs and a table with a laptop on it sitting outside. ', 'Not the biggest workspace in the world, but it works', 'A very nice looking deck area with a small table and a laptop.', 'A work area with a laptop computer and phone.', 'The ocean sits near a sidewalk and viewing contraption. ']","[0.3659673035144806, 0.3246458172798157, 0.32352253794670105, 0.31505095958709717, 0.2803567051887512, 0.27354931831359863, 0.27335286140441895, 0.26971644163131714, 0.26225215196609497, 0.2589331865310669]","['000000060449.jpg', '000000060449.jpg', '000000060449.jpg', '000000060449.jpg', '000000037740.jpg', '000000428280.jpg', '000000037740.jpg', '000000060449.jpg', '000000513688.jpg', '000000333956.jpg']",1,1,1,A laptop on a table outside a balcony overlooking the ocean.,A laptop on a table outside a balcony overlooking the ocean.,"['A very nice looking deck area with a small table and a laptop.', 'A laptop on a table outside a balcony overlooking the ocean.', 'Balcony overlooking beautiful site next to a tropical beach.', 'A laptop computer is on a glass table on a balcony.', 'a laptop on a table on balcony, blue sky.']",1.0,1.0,1.0,1.0,0.3659673035144806
16,000000488075.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000488075.jpg,"['The view of the door and kitchen area of an apartment from the living room.', 'Living room area with pass bar leading to kitchen in residence.', 'A clean and tidy living area with a kitchen and green accents.', 'The working and kitchen area of a dorm room', 'a large room that has both a kitchen and living room', 'Kitchen area with counter top space and dining room table. ', 'Partially open door leading to a kitchen from a hallway.', 'A view down into a living room and kitchen.', 'Modern kitchen with dinning area and all wood flooring.', 'A living area with a microwave, counter and lights.']","[0.32714077830314636, 0.3080563545227051, 0.30148422718048096, 0.2887178659439087, 0.28663599491119385, 0.2839471995830536, 0.282666951417923, 0.28187480568885803, 0.27789509296417236, 0.2777300775051117]","['000000488075.jpg', '000000488075.jpg', '000000488075.jpg', '000000571313.jpg', '000000570456.jpg', '000000298396.jpg', '000000266206.jpg', '000000570456.jpg', '000000458663.jpg', '000000485424.jpg']",1,1,1,A living area with a kitchen in the background.,A living area with a kitchen in the background.,"['The living room and kitchen of a home.', 'A clean and tidy living area with a kitchen and green accents.', 'Living room area with pass bar leading to kitchen in residence.', 'The view of the door and kitchen area of an apartment from the living room.', 'A small kitchen with a living room and brightly colored pillows.']",0.5307712171072443,0.5714285714285715,0.4210526315789474,0.5714285714285715,0.31165024638175964
17,000000419201.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000419201.jpg,"['The adjacent farm land hills attest to the height of the soaring kite.', 'Three wild turkeys on top of the dried pasture.', 'A grassy field with kites being flown above', 'Adult males in large grassy field with large kite.', 'there seem to be very few animals on this field', 'A couple of cows and some birds flying in the sky.', 'An open field with a truck and some kites being flown', 'A bunch of birds that are around cows.', 'Some cows that are wandering around a lot of pigeons.', 'Several cows laying down, grazing and walking on a farm with birds flying around. ']","[0.31731098890304565, 0.3090836703777313, 0.3064526617527008, 0.2974756956100464, 0.2973751127719879, 0.2954489588737488, 0.2941801846027374, 0.2914404273033142, 0.2890241742134094, 0.2871449887752533]","['000000538067.jpg', '000000041888.jpg', '000000527528.jpg', '000000067406.jpg', '000000298697.jpg', '000000166287.jpg', '000000469192.jpg', '000000060823.jpg', '000000060823.jpg', '000000419201.jpg']",0,0,1,A grassy field with a few cows and birds flying in the sky.,A grassy field with a few cows and birds flying in the sky.,"['A herd of animals grazing on top of a grass field.', 'a grassy field with some animals in it', 'Several cows laying down, grazing and walking on a farm with birds flying around.', 'a large field of grass and cows', 'Clouds are forming over a farm field with a horse in it and birds flying in the air.']",0.4261731578512569,0.5806451612903226,0.41379310344827586,0.5806451612903226,0.29880380630493164
18,000000396274.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000396274.jpg,"['Several broccoli plants planted next to a wall.', 'Some vegetables on the ground are in planters.', 'Planters with growing broccoli in them on the ground ', ""A broccoli plant growing in a garden is dwarfed by it's leaves."", 'The fresh vegetables are growing in the garden.', 'Leafy greens and sun dried tomatoes on something', 'A kale and sweet pea home garden getting the last rays of sunlight. ', 'A broccoli plant has very large leaves. ', 'broccoli plants growing in brown planters near sand', 'A row of plants growing in the ground by a building.']","[0.3176286220550537, 0.30241069197654724, 0.2957722246646881, 0.2931835353374481, 0.28931790590286255, 0.2893056273460388, 0.2870476543903351, 0.28660863637924194, 0.2776215672492981, 0.2659120559692383]","['000000396274.jpg', '000000050331.jpg', '000000050331.jpg', '000000410934.jpg', '000000050331.jpg', '000000555412.jpg', '000000396274.jpg', '000000410934.jpg', '000000050331.jpg', '000000396274.jpg']",1,1,1,Several broccoli plants planted next to a wall.,Several broccoli plants planted next to a wall.,"['A plant in a garden near a white building.', 'Several broccoli plants planted next to a wall.', 'A row of plants growing in the ground by a building.', 'Green plants and climbing vines in a garden plot.', 'A kale and sweet pea home garden getting the last rays of sunlight.']",1.0,1.0,1.0,1.0,0.3176286220550537
19,000000275198.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000275198.jpg,"['A family having lunch in their backyard in the rain.', 'A family holding umbrellas at a backyard barbecue.', 'A group of people holding umbrellas eating a meal outdoors.', 'A group of people around a metal table with umbrellas.', 'The children are seated outside at the picnic table to eat the birthday party food.', 'A table with an umbrella and other things', 'Children gather around the table with party hats on .', ""People and dishes from cake at a children's party."", 'two children are sitting at a table with food and drinks', 'Children at a birthday party sitting at a picnic table.']","[0.3680340051651001, 0.35988932847976685, 0.3394385874271393, 0.3282782733440399, 0.32651692628860474, 0.3146616518497467, 0.29726549983024597, 0.2963402569293976, 0.2925059497356415, 0.29227307438850403]","['000000275198.jpg', '000000275198.jpg', '000000275198.jpg', '000000275198.jpg', '000000345361.jpg', '000000096001.jpg', '000000345361.jpg', '000000261116.jpg', '000000336053.jpg', '000000345361.jpg']",1,1,1,A family having lunch in their backyard in the rain.,A family having lunch in their backyard in the rain.,"['A group of people holding umbrellas eating a meal outdoors.', 'A woman standing next to a table covered with plates of mostly eaten food.', 'A family holding umbrellas at a backyard barbecue.', 'A family having lunch in their backyard in the rain.', 'A group of people around a metal table with umbrellas.']",1.0,1.0,1.0,1.0,0.3680340051651001
20,000000259571.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000259571.jpg,"['A group of men are riding in the back of a dump truck.', 'A group of people in the back of a dump-truck. ', 'Bunch of people sitting in the back of a dump truck', 'A group of people riding in the back of a truck.', 'A large group of men traveling on the back of a truck.', 'There are many people in the back of the truck.', 'There are many bananas being laid on the wagon.', 'The men and women was sitting in the back of the truck', 'A group of young men wearing sunglasses are crowded into the back of a truck.', 'A white dump truck is going around a corner.']","[0.4104555547237396, 0.3902583122253418, 0.3654439151287079, 0.345736026763916, 0.33761143684387207, 0.3224334418773651, 0.31033965945243835, 0.31021273136138916, 0.30513834953308105, 0.3037044107913971]","['000000259571.jpg', '000000259571.jpg', '000000259571.jpg', '000000394206.jpg', '000000394206.jpg', '000000394206.jpg', '000000480275.jpg', '000000394206.jpg', '000000394206.jpg', '000000519039.jpg']",1,1,1,A group of men are riding in the back of a dump truck.,A group of men are riding in the back of a dump truck.,"['An orange truck driving down a street full of men in the back.', 'A group of men are riding in the back of a dump truck.', 'A group of people in the back of a dump-truck.', 'Bunch of people sitting in the back of a dump truck', 'There are man lining the sides of the dumb truck.']",1.0,1.0,1.0,1.0,0.410455584526062
